rgi_id,auto_term,lake_cat,image_id,image_date,notes,inventory,contributor,contributor.1,contributor.2,contributor.3
RGI2000-v7.0-G-07-00542,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00595,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00598,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00599,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00614,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00698,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00699,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00700,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00701,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00702,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00703,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00704,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00705,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00706,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00707,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00708,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00709,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00710,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00711,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00712,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00713,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00714,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00715,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00716,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00717,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00718,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00719,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00720,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00721,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00722,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00723,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00724,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00725,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00726,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00727,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00728,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00729,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00730,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00731,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00732,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00733,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00734,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00735,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00736,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00737,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00738,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00739,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00740,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00741,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00742,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00743,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00744,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00745,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00746,1,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00747,9,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00748,1,0,LE07_L1TP_214004_20000817_20200917_02_T1,2000-08-17,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00749,1,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00750,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00751,1,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00752,1,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00753,9,0,LE07_L1TP_210004_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00754,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00755,1,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00756,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00757,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00758,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00759,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00760,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00761,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00762,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00763,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00764,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00765,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00766,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00767,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00768,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00769,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00770,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00771,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00772,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00773,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00774,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00775,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00776,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00777,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00778,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00779,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00780,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00781,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00782,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00783,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00784,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00785,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00786,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00787,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00788,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00789,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00790,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00791,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00792,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00793,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00794,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00795,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00796,9,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00797,9,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00798,9,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00799,9,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00800,9,1,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00801,9,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00802,9,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00803,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00804,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00805,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00806,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00807,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00808,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00809,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00810,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00811,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00812,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00813,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00814,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00815,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00816,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00817,9,0,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00818,9,2,LE07_L1TP_210005_19990920_20200918_02_T1,1999-09-20,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00819,1,0,LE07_L1TP_211005_20010628_20200917_02_T1,2001-06-28,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00820,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00821,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
RGI2000-v7.0-G-07-00822,9,0,LE07_L1TP_209005_19990727_20200918_02_T1,1999-07-27,,https://doi.org/10.1017/jog.2023.34,,McNabb,,McNabb
